@RELATION word_relatedness

@ATTRIBUTE measure_1 NUMERIC
@ATTRIBUTE measure_2 NUMERIC
@ATTRIBUTE measure_3 NUMERIC
@ATTRIBUTE measure_4 NUMERIC
@ATTRIBUTE measure_5 NUMERIC
@ATTRIBUTE measure_6 NUMERIC
@ATTRIBUTE measure_7 NUMERIC
@ATTRIBUTE measure_8 NUMERIC
@ATTRIBUTE measure_9 NUMERIC
@ATTRIBUTE measure_10 NUMERIC
@ATTRIBUTE measure_11 NUMERIC
@ATTRIBUTE measure_12 NUMERIC
@ATTRIBUTE measure_13 NUMERIC
@ATTRIBUTE measure_14 NUMERIC
@ATTRIBUTE measure_15 NUMERIC
@ATTRIBUTE measure_16 NUMERIC
@ATTRIBUTE measure_17 NUMERIC
@ATTRIBUTE measure_18 NUMERIC
@ATTRIBUTE measure_19 NUMERIC
@ATTRIBUTE measure_20 NUMERIC
@ATTRIBUTE measure_21 NUMERIC
@ATTRIBUTE measure_22 NUMERIC
@ATTRIBUTE measure_23 NUMERIC
@ATTRIBUTE measure_24 NUMERIC
@ATTRIBUTE class {TRUE,FALSE}

@DATA
25500.0,0.0,3804.1771,6.8992,4456.4389,0.0,210.321,0.7736,0.0115,0.0115,0.1472,0.0,0.0034,0.0034,41.478,-8.0E-4,0.0068,0.0068,1.9529,-0.0017,12691.1762,0.2791,0.0,0.0,FALSE
1.4628201E7,0.0164,49820.2151,33.4028,2687633.6787,0.003,608.2911,0.8087,0.7412,0.7412,0.2927,0.009,0.0121,0.0121,11.198,-0.0172,0.0239,0.0239,1.836,-0.0351,6923072.1597,4.4413,0.0,0.0,FALSE
6255456.0,0.007,41398.4102,35.2093,504955.901,6.0E-4,537.1586,0.8161,0.6252,0.6252,0.2808,0.0316,0.17,0.17,9.6004,9.0E-4,0.2906,0.2906,1.8113,0.0018,2669608.5265,4.3365,0.0,0.0,FALSE
2355142.0,0.0026,41317.4087,24.293,339869.9167,4.0E-4,583.5751,0.6967,0.7491,0.7491,0.1825,6.0E-4,0.0162,0.0162,17.8751,-0.0114,0.0319,0.0319,1.894,-0.0231,1115386.7447,3.5753,0.0,0.0,FALSE
7564037.0,0.0085,43161.5194,31.5539,1617538.8463,0.0018,567.8567,0.9722,0.4343,0.4343,0.2692,0.0075,0.0161,0.0161,11.5685,-0.0096,0.0317,0.0317,1.8409,-0.0193,3563800.0166,3.8421,0.0,0.0,FALSE
1091780.0,0.0012,34617.7372,20.9872,113644.7857,1.0E-4,544.3988,0.7039,0.3665,0.3665,0.1675,3.0E-4,0.0084,0.0084,35.4383,-0.0099,0.0167,0.0167,1.9451,-0.02,530494.3149,3.0211,0.0,0.0,FALSE
1426981.0,0.0016,61372.797,29.8637,153600.7434,2.0E-4,721.7725,0.7404,0.551,0.551,0.2357,8.0E-4,0.0803,0.0803,11.7563,-0.0074,0.1486,0.1486,1.8432,-0.0149,627011.2426,5.2552,0.0,0.0,FALSE
1343802.0,0.0015,49315.3725,34.9071,57876.6816,1.0E-4,619.3592,0.7888,0.8888,0.8888,0.3048,0.0055,0.2097,0.2097,8.2823,7.0E-4,0.3466,0.3466,1.7845,0.0014,566470.4861,4.8438,0.0,0.0,FALSE
8432302.0,0.0094,48099.6741,32.791,928213.8716,0.001,587.5105,0.7744,0.706,0.706,0.2665,0.0078,0.0461,0.0461,10.3659,-0.017,0.0882,0.0882,1.824,-0.0346,3746882.3519,4.5026,0.0,0.0,FALSE
2812130.0,0.0031,34704.4696,21.113,271838.0714,3.0E-4,522.6896,0.6849,0.5585,0.5585,0.2196,0.0117,0.0108,0.0108,16.9934,-0.0107,0.0213,0.0213,1.8888,-0.0217,1350128.0269,2.9332,0.0,0.0,FALSE
776571.0,9.0E-4,53233.5678,34.644,51601.3732,1.0E-4,667.4307,0.8697,0.8017,0.8017,0.3499,0.0081,0.1827,0.1827,6.6282,0.0073,0.309,0.309,1.7378,0.0146,315553.125,4.8572,0.0,0.0,FALSE
215307.0,2.0E-4,21725.7612,20.7339,24797.2759,0.0,457.2699,0.9497,0.9667,0.9667,0.3909,0.2497,0.2832,0.2832,5.2644,0.0983,0.4414,0.4414,1.6807,0.179,79650.7411,1.7883,0.0,0.0,FALSE
8.9281702E7,0.0998,15493.5904,22.9152,1.15639678946E7,0.0129,284.6248,0.6837,0.7512,0.7512,0.1338,0.001,1.0E-4,1.0E-4,-26.3558,-0.0938,2.0E-4,2.0E-4,2.0789,-0.207,4.46033824574E7,2.0036,0.0,0.0,FALSE
1.9038008E7,0.0213,49883.9176,29.3149,2977892.627,0.0033,594.8415,0.7427,0.6685,0.6685,0.2523,0.0075,0.0157,0.0157,13.0197,-0.0272,0.031,0.031,1.8573,-0.056,8928452.4678,4.4441,0.0,0.0,FALSE
2769180.0,0.0031,49866.993,27.3957,185039.9099,2.0E-4,618.693,0.6729,0.8665,0.8665,0.3264,0.0136,0.1458,0.1458,7.1758,0.0027,0.2545,0.2545,1.7554,0.0055,1116341.7447,4.5016,0.0,0.0,FALSE
1395635.0,0.0016,52298.2277,33.0836,70371.9511,1.0E-4,648.9187,0.8407,0.8654,0.8654,0.3016,0.0079,0.1808,0.1808,8.1539,4.0E-4,0.3062,0.3062,1.7815,8.0E-4,584305.9981,4.8735,0.0,0.0,FALSE
43358.0,0.0,6942.1172,15.1886,5619.8772,0.0,274.516,1.1997,0.302,0.302,0.2301,1.0E-4,0.0324,0.0324,20.6115,-2.0E-4,0.0629,0.0629,1.9075,-5.0E-4,20660.9728,0.5448,0.0,0.0,TRUE
1003351.0,0.0011,34253.7241,34.6834,129651.3044,1.0E-4,545.4605,1.1631,0.5998,0.5998,0.2067,0.001,0.0137,0.0137,26.3301,-0.0044,0.027,0.027,1.9268,-0.0088,480867.4557,3.2307,0.0,0.0,FALSE
4360357.0,0.0049,46814.731,32.2998,584441.2916,7.0E-4,595.9809,0.8051,0.8763,0.8763,0.3166,0.1338,0.113,0.113,7.7437,0.0404,0.203,0.203,1.7713,0.0777,1695021.3273,4.2976,0.0,0.0,FALSE
